"","Fine_STE","Medium_STE","Coarse_STE","Taxon","Taxon.Serial.Number","Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Custom.Subfamily","Tribe","Genus.Group","Subtribe","Genus","Species.Group","Subgenus","Species","Subspecies","Exclusion_reason","Excluded","Coarse_STE_rank","Medium_STE_rank","Fine_STE_rank","Coarse_STE_attribute_use","Medium_STE_attribute_use","Fine_STE_attribute_use","Coarse_STE_HBI_use","Medium_STE_HBI_use","Fine_STE_HBI_use","Coarse_STE_MTI_use","Medium_STE_MTI_use","Fine_STE_MTI_use","Coarse_STE_FSBI_use","Medium_STE_FSBI_use","Fine_STE_FSBI_use","Coarse_STE_FSBI_use2","Medium_STE_FSBI_use2","Fine_STE_FSBI_use2"
"417","Ephemerella dorothea infrequens","Ephemerella dorothea infrequens","Ephemerella dorothea infrequens","Ephemerella dorothea infrequens",698506,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","","","","","","Ephemerella","","","dorothea","infrequens",NA,NA,"Subspecies","Subspecies","Subspecies","Ephemerella dorothea infrequens","Ephemerella dorothea infrequens","Ephemerella dorothea infrequens","Ephemerella","Ephemerella","Ephemerella",NA,NA,NA,NA,NA,NA,"Ephemerella","Ephemerella","Ephemerella"
"418","Ephemerella excrucians","Ephemerella excrucians","Ephemerella excrucians","Ephemerella excrucians",101276,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","","","","","","Ephemerella","","","excrucians","",NA,NA,"Species","Species","Species","Ephemerella excrucians","Ephemerella excrucians","Ephemerella excrucians","Ephemerella","Ephemerella","Ephemerella","Ephemerella excrucians","Ephemerella excrucians","Ephemerella excrucians",NA,NA,NA,"Ephemerella","Ephemerella","Ephemerella"
"419","Ephemerella Excrucians Group","Ephemerella Excrucians Group","Ephemerella Excrucians Group","Ephemerella Excrucians Group",-199,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","","","","","","Ephemerella","Ephemerella Excrucians Group","","","",NA,NA,"Species.Group","Species.Group","Species.Group","Ephemerella","Ephemerella","Ephemerella","Ephemerella","Ephemerella","Ephemerella",NA,NA,NA,NA,NA,NA,"Ephemerella","Ephemerella","Ephemerella"
"420","Ephemerella inermis/infrequens","Ephemerella inermis/infrequens","Ephemerella inermis/infrequens","Ephemerella inermis/infrequens",-146,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","","","","","","Ephemerella","Ephemerella inermis/infrequens","","","",NA,NA,"Species.Group","Species.Group","Species.Group","Ephemerella inermis/infrequens","Ephemerella inermis/infrequens","Ephemerella inermis/infrequens","Ephemerella","Ephemerella","Ephemerella",NA,NA,NA,NA,NA,NA,"Ephemerella inermis/infrequens","Ephemerella inermis/infrequens","Ephemerella inermis/infrequens"
"421","Ephemerella tibialis","Ephemerella tibialis","Ephemerella tibialis","Ephemerella tibialis",101401,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","","","","","","Ephemerella","","","tibialis","",NA,NA,"Species","Species","Species","Ephemerella tibialis","Ephemerella tibialis","Ephemerella tibialis","Ephemerella","Ephemerella","Ephemerella",NA,NA,NA,"Ephemerella tibialis","Ephemerella tibialis","Ephemerella tibialis","Ephemerella","Ephemerella","Ephemerella"
"422","Ephemerellidae","Ephemerellidae","Ephemerellidae","Ephemerellidae",101232,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Ephemerellidae","Ephemerellidae","Ephemerellidae","Ephemerellidae","Ephemerellidae","Ephemerellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Ephemerellinae","Ephemerellinae","Ephemerellinae","Ephemerellinae",-202,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","Ephemerellinae","","","","","","","","","",NA,NA,"Subfamily","Subfamily","Subfamily","Ephemerellidae","Ephemerellidae","Ephemerellidae","Ephemerellidae","Ephemerellidae","Ephemerellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Ephemeridae","Ephemeridae","Ephemeridae","Ephemeridae",101525,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Scapphodonta","Ephemeroidea","Ephemeridae","","","","","","","","","","",NA,NA,"Family","Family","Family","Ephemeroptera","Ephemeroptera","Ephemeroptera","Ephemeridae","Ephemeridae","Ephemeridae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Ephemeroptera","Ephemeroptera","Ephemeroptera","Ephemeroptera",100502,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","","","","","","","","","","","","","","",NA,NA,"Order","Order","Order","Ephemeroptera","Ephemeroptera","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Ephoron album","Ephoron album","Ephoron album","Ephoron album",101571,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Scapphodonta","Ephemeroidea","Polymitarcyidae","","","","","","Ephoron","","","album","",NA,NA,"Species","Species","Species","Ephemeroptera","Ephemeroptera","Ephemeroptera","Ephoron","Ephoron","Ephoron",NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Ephydridae","Ephydridae","Ephydridae","Ephydridae",146893,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Brachycera","Muscomorpha","","Ephydridae","","","","","","","","","","","Ephydridae",FALSE,"Family","Family","Family","Ephydridae","Ephydridae","Ephydridae","Ephydridae","Ephydridae","Ephydridae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Epiphragma","Epiphragma","Epiphragma","Epiphragma",120081,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","Limoniinae","","Hexatomini","","","Epiphragma","","","","",NA,NA,"Genus","Genus","Genus","Limoniinae","Limoniinae","Limoniinae","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Epitheca","Epitheca","Epitheca","Epitheca",102035,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Odonata","Anisoptera","","","Corduliidae","Corduliinae","","","","","Epitheca","","","","",NA,NA,"Genus","Genus","Genus",NA,NA,NA,"Corduliidae","Corduliidae","Corduliidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Eretmoptera","Orthocladiinae","Chironomidae","Eretmoptera",128686,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Eretmoptera","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Orthocladiinae","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Erioptera","Erioptera","Erioptera","Erioptera",120503,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","Limoniinae","","Eriopterini","","","Erioptera","","","","",NA,NA,"Genus","Genus","Genus","Erioptera","Erioptera","Erioptera","Erioptera","Erioptera","Erioptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Erpetogomphus compositus","Erpetogomphus compositus","Erpetogomphus compositus","Erpetogomphus compositus",592837,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Odonata","Anisoptera","","","Gomphidae","","","","","","Erpetogomphus","","","compositus","",NA,NA,"Species","Species","Species","Gomphidae","Gomphidae","Gomphidae","Gomphidae","Gomphidae","Gomphidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Erpobdella","Erpobdella","Erpobdella","Erpobdella",69444,"Annelida","","","Clitellata","Hirudinea","Euhirudinea","","Arhynchobdellida","Erpobdelliformes","","","Erpobdellidae","Erpobdellinae","","","","","Erpobdella","","","","",NA,NA,"Genus","Genus","Genus","Erpobdella","Erpobdella","Erpobdella","Erpobdellidae","Erpobdellidae","Erpobdellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Erpobdella punctata","Erpobdella punctata","Erpobdella punctata","Erpobdella punctata",69445,"Annelida","","","Clitellata","Hirudinea","Euhirudinea","","Arhynchobdellida","Erpobdelliformes","","","Erpobdellidae","Erpobdellinae","","","","","Erpobdella","","","punctata","",NA,NA,"Species","Species","Species","Erpobdella","Erpobdella","Erpobdella","Erpobdellidae","Erpobdellidae","Erpobdellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Erpobdellidae","Erpobdellidae","Erpobdellidae","Erpobdellidae",69438,"Annelida","","","Clitellata","Hirudinea","Euhirudinea","","Arhynchobdellida","Erpobdelliformes","","","Erpobdellidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Erpobdellidae","Erpobdellidae","Erpobdellidae","Erpobdellidae","Erpobdellidae","Erpobdellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Estelloxus","Acari","Acari","Estelloxus californiensis",83049,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Lebertiidae","","","","","","Estelloxus","","","californiensis","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,"Lebertiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Estelloxus","Acari","Acari","Estelloxus",83048,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Lebertiidae","","","","","","Estelloxus","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,"Lebertiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Eucapnopsis brevicauda","Eucapnopsis brevicauda","Eucapnopsis brevicauda","Eucapnopsis brevicauda",102786,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Euholognatha","","","Capniidae","Capniinae","","","","","Eucapnopsis","","","brevicauda","",NA,NA,"Species","Species","Species","Capniidae","Capniidae","Capniidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Eucorethra","Eucorethra","Eucorethra","Eucorethra",125888,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chaoboridae","Eucorethrinae","","","","","Eucorethra","","","","",NA,NA,"Genus","Genus","Genus","Chaoboridae","Chaoboridae","Chaoboridae","Eucorethra","Eucorethra","Eucorethra",NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Eucorethra underwoodi","Eucorethra underwoodi","Eucorethra underwoodi","Eucorethra underwoodi",125889,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chaoboridae","Eucorethrinae","","","","","Eucorethra","","","underwoodi","",NA,NA,"Species","Species","Species","Chaoboridae","Chaoboridae","Chaoboridae","Eucorethra","Eucorethra","Eucorethra",NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Eukiefferiella","Orthocladiinae","Chironomidae","Eukiefferiella",128689,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Eukiefferiella","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Eukiefferiella","Chironomidae","Orthocladiinae","Eukiefferiella",NA,NA,"Eukiefferiella",NA,NA,NA,NA,NA,NA
"442","Eukiefferiella Brehmi Group","Orthocladiinae","Chironomidae","Eukiefferiella Brehmi Group",-122,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Eukiefferiella","Eukiefferiella Brehmi Group","","","",NA,NA,"Family","Subfamily","Species.Group","Chironomidae","Orthocladiinae","Eukiefferiella Brehmi Group","Chironomidae","Orthocladiinae","Eukiefferiella",NA,NA,"Eukiefferiella",NA,NA,NA,NA,NA,NA
"443","Eukiefferiella Brevicalcar Group","Orthocladiinae","Chironomidae","Eukiefferiella Brevicalcar Group",-14,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Eukiefferiella","Eukiefferiella Brevicalcar Group","","","",NA,NA,"Family","Subfamily","Species.Group","Chironomidae","Orthocladiinae","Eukiefferiella Brevicalcar Group","Chironomidae","Orthocladiinae","Eukiefferiella",NA,NA,"Eukiefferiella",NA,NA,NA,NA,NA,NA
"444","Eukiefferiella Claripennis Group","Orthocladiinae","Chironomidae","Eukiefferiella Claripennis Group",-15,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Eukiefferiella","Eukiefferiella Claripennis Group","","","",NA,NA,"Family","Subfamily","Species.Group","Chironomidae","Orthocladiinae","Eukiefferiella Claripennis Group","Chironomidae","Orthocladiinae","Eukiefferiella",NA,NA,"Eukiefferiella",NA,NA,NA,NA,NA,NA
"445","Eukiefferiella Coerulescens Group","Orthocladiinae","Chironomidae","Eukiefferiella Coerulescens Group",-16,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Eukiefferiella","Eukiefferiella Coerulescens Group","","","",NA,NA,"Family","Subfamily","Species.Group","Chironomidae","Orthocladiinae","Eukiefferiella Coerulescens Group","Chironomidae","Orthocladiinae","Eukiefferiella",NA,NA,"Eukiefferiella",NA,NA,NA,NA,NA,NA
"446","Eukiefferiella Devonica Group","Orthocladiinae","Chironomidae","Eukiefferiella Devonica Group",-17,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Eukiefferiella","Eukiefferiella Devonica Group","","","",NA,NA,"Family","Subfamily","Species.Group","Chironomidae","Orthocladiinae","Eukiefferiella Devonica Group","Chironomidae","Orthocladiinae","Eukiefferiella",NA,NA,"Eukiefferiella Devonica Group",NA,NA,NA,NA,NA,NA
"447","Eukiefferiella Gracei Group","Orthocladiinae","Chironomidae","Eukiefferiella Gracei Group",-18,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Eukiefferiella","Eukiefferiella Gracei Group","","","",NA,NA,"Family","Subfamily","Species.Group","Chironomidae","Orthocladiinae","Eukiefferiella Gracei Group","Chironomidae","Orthocladiinae","Eukiefferiella",NA,NA,"Eukiefferiella",NA,NA,NA,NA,NA,NA
"448","Eukiefferiella Pseudomontana Group","Orthocladiinae","Chironomidae","Eukiefferiella Pseudomontana Group",-19,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Eukiefferiella","Eukiefferiella Pseudomontana Group","","","",NA,NA,"Family","Subfamily","Species.Group","Chironomidae","Orthocladiinae","Eukiefferiella Pseudomontana Group","Chironomidae","Orthocladiinae","Eukiefferiella",NA,NA,"Eukiefferiella",NA,NA,NA,NA,NA,NA
"449","Eukiefferiella Tirolensis Group","Orthocladiinae","Chironomidae","Eukiefferiella Tirolensis Group",-126,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Eukiefferiella","Eukiefferiella Tirolensis Group","","","",NA,NA,"Family","Subfamily","Species.Group","Chironomidae","Orthocladiinae","Eukiefferiella Tirolensis Group","Chironomidae","Orthocladiinae","Eukiefferiella",NA,NA,"Eukiefferiella",NA,NA,NA,NA,NA,NA
"450","Eukoenenia","Eukoenenia","Eukoenenia","Eukoenenia",690797,"Arthropoda","Chelicerata","","Arachnida","","","","Palpigradi","","","Eukoenenioidea","Eukoeneniidae","","","","","","Eukoenenia","","","","","Arachnida",TRUE,"Genus","Genus","Genus","Arachnida","Arachnida","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","eumorpha","Macropelopiini","Chironomidae","Brundiniella eumorpha",128028,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Tanypodinae","","Macropelopiini","","","Brundiniella","","","eumorpha","",NA,NA,"Family","Tribe","Species","Chironomidae","Macropelopiini","Brundiniella","Chironomidae","Tanypodinae","Tanypodinae",NA,NA,"Brundiniella",NA,NA,NA,NA,NA,NA
"452","Euorthocladius","Orthocladiinae","Chironomidae","Orthocladius (Euorthocladius)",568520,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Orthocladius","","Euorthocladius","","",NA,NA,"Family","Subfamily","Subgenus","Chironomidae","Orthocladiinae","Orthocladius","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,"Orthocladius",NA,NA,NA,NA,NA,NA
"453","Euryhapsis","Orthocladiinae","Chironomidae","Euryhapsis",128707,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Euryhapsis","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Orthocladiinae","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","exiguus","Tanytarsini","Chironomidae","Rheotanytarsus exiguus",129957,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Tanytarsini","","","Rheotanytarsus","","","exiguus","",NA,NA,"Family","Tribe","Species","Chironomidae","Tanytarsini","Rheotanytarsus","Chironomidae","Tanytarsini","Rheotanytarsus",NA,NA,"Rheotanytarsus",NA,NA,NA,NA,NA,NA
"455","Eylais","Acari","Acari","Eylais",83152,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Eylaidae","","","","","","Eylais","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Fallceon","Fallceon","Fallceon","Fallceon",568551,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Pisciforma","","","Baetidae","","","","","","Fallceon","","","","",NA,NA,"Genus","Genus","Genus","Baetidae","Baetidae","Baetidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Fallceon quilleri","Fallceon quilleri","Fallceon quilleri","Fallceon quilleri",568601,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Pisciforma","","","Baetidae","","","","","","Fallceon","","","quilleri","",NA,NA,"Species","Species","Species","Fallceon quilleri","Fallceon quilleri","Fallceon quilleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Farula","Farula","Farula","Farula",116331,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Uenoidae","Uenoinae","","","","","Farula","","","","",NA,NA,"Genus","Genus","Genus","Farula","Farula","Farula","Uenoidae","Uenoidae","Uenoidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Feltria","Acari","Acari","Feltria",83314,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Feltriidae","","","","","","Feltria","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Ferrisia","Ferrisia","Ferrisia","Ferrisia",200917,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Hemiptera","Sternorrhyncha","","Coccoidea","Pseudococcidae","","","","","","Ferrisia","","","","","Pseudococcidae",TRUE,"Genus","Genus","Genus","Ferrisia","Ferrisia","Ferrisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Ferrissia","Ferrissia","Ancylidae","Ferrissia fragilis",76570,"Mollusca","","","Gastropoda","","","","Basommatophora","","","","Ancylidae","","","","","","Ferrissia","","","fragilis","",NA,NA,"Family","Genus","Genus","Ancylidae","Ferrissia","Ferrissia","Ancylidae","Ferrissia","Ferrissia",NA,NA,NA,NA,NA,NA,NA,"Ferrissia","Ferrissia"
"462","Ferrissia","Ferrissia","Ancylidae","Ferrissia rivularis",76572,"Mollusca","","","Gastropoda","","","","Basommatophora","","","","Ancylidae","","","","","","Ferrissia","","","rivularis","",NA,NA,"Family","Genus","Genus","Ancylidae","Ferrissia","Ferrissia","Ancylidae","Ferrissia","Ferrissia",NA,NA,NA,NA,NA,NA,NA,"Ferrissia","Ferrissia"
"463","Ferrissia","Ferrissia","Ancylidae","Ferrissia",76569,"Mollusca","","","Gastropoda","","","","Basommatophora","","","","Ancylidae","","","","","","Ferrissia","","","","",NA,NA,"Family","Genus","Genus","Ancylidae","Ferrissia","Ferrissia","Ancylidae","Ferrissia","Ferrissia",NA,NA,NA,NA,NA,NA,NA,"Ferrissia","Ferrissia"
"464","festivus","Hydatophylax","Hydatophylax","Hydatophylax festivus",608819,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","Limnephilinae","","Stenophylacini","","","Hydatophylax","","","festivus","",NA,NA,"Genus","Genus","Species","Hydatophylax","Hydatophylax","Hydatophylax","Hydatophylax","Hydatophylax","Hydatophylax",NA,NA,NA,NA,NA,NA,"Hydatophylax","Hydatophylax","Hydatophylax"
