"","Fine_STE","Medium_STE","Coarse_STE","OTU_MetricCalc","Mapped.Taxon.Serial.Number","Taxon","Taxon.Serial.Number","Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Custom.Subfamily","Tribe","Genus.Group","Subtribe","Genus","Species.Group","Subgenus","Species","Subspecies","Exclusion_reason","Excluded","Coarse_STE_rank","Medium_STE_rank","Fine_STE_rank","Coarse_STE_attribute_use","Medium_STE_attribute_use","Fine_STE_attribute_use","Coarse_STE_HBI_use","Medium_STE_HBI_use","Fine_STE_HBI_use","Coarse_STE_MTI_use","Medium_STE_MTI_use","Fine_STE_MTI_use","Coarse_STE_FSBI_use","Medium_STE_FSBI_use","Fine_STE_FSBI_use","Coarse_STE_FSBI_use2","Medium_STE_FSBI_use2","Fine_STE_FSBI_use2"
"216","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche",115408,"Cheumatopsyche",115408,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydropsychoidea","Hydropsychidae","Hydropsychinae","","","","","Cheumatopsyche","","","","",NA,NA,"Genus","Genus","Genus","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche",NA,NA,NA,"Cheumatopsyche","Cheumatopsyche","Cheumatopsyche"
"217","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche",115408,"Cheumatopsyche (Cheumatopsychodes)",598724,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydropsychoidea","Hydropsychidae","Hydropsychinae","","","","","Cheumatopsyche","","","","",NA,NA,"Genus","Genus","Genus","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche","Cheumatopsyche",NA,NA,NA,"Cheumatopsyche","Cheumatopsyche","Cheumatopsyche"
"218","Chimarra","Chimarra","Chimarra","Chimarra",115273,"Chimarra",115273,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Philopotamoidea","Philopotamidae","Chimarrinae","","","","","Chimarra","","","","",NA,NA,"Genus","Genus","Genus","Philopotamidae","Philopotamidae","Philopotamidae","Philopotamidae","Philopotamidae","Philopotamidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Chironomidae","Chironomidae","Chironomidae","Chironomidae",127917,"Chironomidae",127917,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Chironomidae","Chironomidae","Chironomidae","Chironomidae","Chironomidae","Chironomidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Chironomidae","Chironomidae","Chironomidae","Chironomidae",127917,"Thienemanniola",568514,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Chironomidae","Chironomidae","Chironomidae","Chironomidae","Chironomidae","Chironomidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Chironominae","Chironominae","Chironomidae","Chironominae",129228,"Chironominae",129228,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","","","","","","","","",NA,NA,"Family","Subfamily","Subfamily","Chironomidae","Chironominae","Chironominae","Chironomidae","Chironomidae","Chironomidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Chironomini","Chironomini","Chironomidae","Chironomini",129229,"Chironomini",129229,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Chironomini","","","","","","","",NA,NA,"Family","Tribe","Tribe","Chironomidae","Chironomini","Chironomini","Chironomidae","Chironomidae","Chironomidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Chironomus","Chironomini","Chironomidae","Chironomus",129254,"Chironomus",129254,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Chironomini","","","Chironomus","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Chironomini","Chironomus","Chironomidae","Chironomidae","Chironomus",NA,NA,"Chironomus",NA,NA,NA,NA,NA,NA
"224","Chlamys","Chlamys","Chlamys","Chlamys",79612,"Chlamys",79612,"Mollusca","","","Bivalvia","Pteriomorphia","","","Ostreoida","","","","Pectinidae","","","","","","Chlamys","","","","",NA,NA,"Genus","Genus","Genus","Bivalvia","Bivalvia","Bivalvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",103202,"Haploperla chilnualna",103267,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Chloroperlidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",103202,"Chloroperlidae",103202,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Chloroperlidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",103202,"Haploperla",103260,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Chloroperlidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",103202,"Chloroperla",102958,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Chloroperlidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",103202,"Plumiperla diversa",103306,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Chloroperlidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",103202,"Triznaka",103308,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Chloroperlidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",103202,"Chloroperlinae",609855,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Chloroperlidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",103202,"Plumiperla",103305,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Chloroperlidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Chydoridae","Chydoridae","Chydoridae","Chydoridae",83973,"Chydoridae",83973,"Arthropoda","Crustacea","","Branchiopoda","Phyllopoda","","","Diplostraca","Cladocera","Anomopoda","","Chydoridae","","","","","","","","","","","Cladocera",TRUE,"Family","Family","Family","Cladocera","Cladocera","Cladocera","Cladocera","Cladocera","Cladocera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Chyrandra","Chyrandra","Chyrandra","Chyrandra",568778,"Chyranda Chyranda centralis",1053275,"Arthropoda","Hexapoda","","Insecta","Pterygota","","","Trichoptera","Integripalpia","","Limnephiloidea","Limnephilidae","Limnephilinae","","Stenophylacini","","","Chyrandra","","","","",NA,NA,"Genus","Genus","Genus","Chyrandra","Chyrandra","Chyrandra","Limnephilinae","Limnephilinae","Limnephilinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Chyrandra","Chyrandra","Chyrandra","Chyrandra",568778,"Chyrandra centralis",116018,"Arthropoda","Hexapoda","","Insecta","Pterygota","","","Trichoptera","Integripalpia","","Limnephiloidea","Limnephilidae","Limnephilinae","","Stenophylacini","","","Chyrandra","","","","",NA,NA,"Genus","Genus","Genus","Chyrandra","Chyrandra","Chyrandra","Limnephilinae","Limnephilinae","Limnephilinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Cinara","Cinara","Cinara","Cinara",200598,"Cinara",200598,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Hemiptera","Sternorrhyncha","","Aphidoidea","Aphididae","","","","","","Cinara","","","","","Aphididae",TRUE,"Genus","Genus","Genus","Hemiptera","Hemiptera","Hemiptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Cinygma","Cinygma","Cinygma","Cinygma",100598,"Cinygma",100598,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Setisura","","","Heptageniidae","","","","","","Cinygma","","","","",NA,NA,"Genus","Genus","Genus","Cinygma","Cinygma","Cinygma","Cinygma","Cinygma","Cinygma",NA,NA,NA,NA,NA,NA,"Cinygma","Cinygma","Cinygma"
"238","Cinygmula","Cinygmula","Cinygmula","Cinygmula",100557,"Cinygmula par",100559,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Setisura","","","Heptageniidae","","","","","","Cinygmula","","","","",NA,NA,"Genus","Genus","Genus","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula"
"239","Cinygmula","Cinygmula","Cinygmula","Cinygmula",100557,"Cinygmula",100557,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Setisura","","","Heptageniidae","","","","","","Cinygmula","","","","",NA,NA,"Genus","Genus","Genus","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula","Cinygmula"
"240","Cipangopaludina","Cipangopaludina","Viviparidae","Cipangopaludina",70328,"Cipangopaludina chinensis",70329,"Mollusca","","","Gastropoda","Prosobranchia","","","Architaenioglossa","","","","Viviparidae","","","","","","Cipangopaludina","","","","",NA,NA,"Family","Genus","Genus","Gastropoda","Gastropoda","Gastropoda","Viviparidae","Viviparidae","Viviparidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa",102932,"Claassenia sabulosa",102932,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Perlidae","Perlinae","","Perlini","","","Claassenia","","","sabulosa","",NA,NA,"Species","Species","Species","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa","Perlidae","Perlidae","Perlidae","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa"
"242","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa",102932,"Claassenia",102930,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Perlidae","Perlinae","","Perlini","","","Claassenia","","","sabulosa","",NA,NA,"Species","Species","Species","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa","Perlidae","Perlidae","Perlidae","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa","Claassenia sabulosa"
"243","Cladocera","Cladocera","Cladocera","Cladocera",83832,"Cladocera",83832,"Arthropoda","Crustacea","","Branchiopoda","Phyllopoda","","","Diplostraca","Cladocera","","","","","","","","","","","","","","Cladocera",TRUE,"Suborder","Suborder","Suborder","Cladocera","Cladocera","Cladocera","Cladocera","Cladocera","Cladocera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Cladopelma","Chironomini","Chironomidae","Cladopelma",129350,"Cladopelma",129350,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Chironomini","","","Cladopelma","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Chironomini","Chironomini","Chironomidae","Chironomidae","Chironomidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Cladotanytarsus","Tanytarsini","Chironomidae","Cladotanytarsus",129873,"Cladotanytarsus",129873,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Tanytarsini","","","Cladotanytarsus","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Tanytarsini","Cladotanytarsus","Chironomidae","Tanytarsini","Cladotanytarsus",NA,NA,"Cladotanytarsus",NA,NA,NA,NA,NA,NA
"246","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda",114166,"Cleptelmis addenda",114166,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","","","","","","Cleptelmis","","","addenda","",NA,NA,"Species","Species","Species","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda",NA,NA,NA,NA,NA,NA,"Cleptelmis","Cleptelmis","Cleptelmis"
"247","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda",114166,"Cleptelmis",114164,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","","","","","","Cleptelmis","","","addenda","",NA,NA,"Species","Species","Species","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda",NA,NA,NA,NA,NA,NA,"Cleptelmis","Cleptelmis","Cleptelmis"
"248","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda",114166,"Cleptelmis ornata",114165,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","","","","","","Cleptelmis","","","addenda","",NA,NA,"Species","Species","Species","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda","Cleptelmis addenda",NA,NA,NA,NA,NA,NA,"Cleptelmis","Cleptelmis","Cleptelmis"
"249","Clinidium","Clinidium","Clinidium","Clinidium",109228,"Clinidium",109228,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Adephaga","","","Rhysodidae","","","","","","Clinidium","","","","",NA,NA,"Genus","Genus","Genus","Coleoptera","Coleoptera","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Clinocera","Clinocera","Clinocera","Clinocera",135849,"Clinocera",135849,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Brachycera","Muscomorpha","","Empididae","Clinocerinae","","","","","Clinocera","","","","","Empididae",FALSE,"Genus","Genus","Genus","Clinocera","Clinocera","Clinocera","Clinocera","Clinocera","Clinocera","Clinocera","Clinocera","Clinocera",NA,NA,NA,"Clinocera","Clinocera","Clinocera"
"251","Clinocera","Clinocera","Clinocera","Clinocera",135849,"Clinocera stagnalis",135864,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Brachycera","Muscomorpha","","Empididae","Clinocerinae","","","","","Clinocera","","","","","Empididae",FALSE,"Genus","Genus","Genus","Clinocera","Clinocera","Clinocera","Clinocera","Clinocera","Clinocera","Clinocera","Clinocera","Clinocera",NA,NA,NA,"Clinocera","Clinocera","Clinocera"
"252","Clinocerinae","Clinocerinae","Clinocerinae","Clinocerinae",135844,"Clinocerinae",135844,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Brachycera","Muscomorpha","","Empididae","Clinocerinae","","","","","","","","","","Empididae",FALSE,"Subfamily","Subfamily","Subfamily","Empididae","Empididae","Empididae","Empididae","Empididae","Empididae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Clinotanypus","Coelotanypodini","Chironomidae","Clinotanypus",127996,"Clinotanypus",127996,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Tanypodinae","","Coelotanypodini","","","Clinotanypus","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Tanypodinae","Tanypodinae","Chironomidae","Tanypodinae","Tanypodinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Clio","Clio","Cavoliniidae","Clio",76366,"Clio",76366,"Mollusca","","","Gastropoda","","","","Thecosomata","","","","Cavoliniidae","","","","","","Clio","","","","",NA,NA,"Family","Genus","Genus","Gastropoda","Gastropoda","Gastropoda","Gastropoda","Gastropoda","Gastropoda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Clostoeca","Clostoeca","Clostoeca","Clostoeca",116013,"Clostoeca disjuncta",116014,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","Limnephilinae","","Stenophylacini","","","Clostoeca","","","","",NA,NA,"Genus","Genus","Genus","Limnephilinae","Limnephilinae","Limnephilinae","Limnephilinae","Limnephilinae","Limnephilinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Clostoeca","Clostoeca","Clostoeca","Clostoeca",116013,"Clostoeca",116013,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","Limnephilinae","","Stenophylacini","","","Clostoeca","","","","",NA,NA,"Genus","Genus","Genus","Limnephilinae","Limnephilinae","Limnephilinae","Limnephilinae","Limnephilinae","Limnephilinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae",102077,"Amphiagrion",102093,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Odonata","Zygoptera","","","Coenagrionidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae",102077,"Enallagma",102102,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Odonata","Zygoptera","","","Coenagrionidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae",102077,"Coenagrion/Enallagma",-6,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Odonata","Zygoptera","","","Coenagrionidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae",102077,"Ischnura",102078,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Odonata","Zygoptera","","","Coenagrionidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae",102077,"Coenagrionidae",102077,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Odonata","Zygoptera","","","Coenagrionidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae","Coenagrionidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Cognettia","Enchytraeidae","Oligochaeta","Cognettia",68552,"Cognettia",68552,"Annelida","","","Clitellata","Oligochaeta","","","Haplotaxida","Tubificina","","","Enchytraeidae","","","","","","Cognettia","","","","",NA,NA,"Subclass","Family","Genus","Oligochaeta","Enchytraeidae","Enchytraeidae","Oligochaeta","Enchytraeidae","Enchytraeidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
